"","Default","checkingstatus1","duration","history","purpose","amount","savings","employ","installment","sex","residence","age","housing","cards","liable","tele","foreign"
"893",0,"<DM0",12,"terrible","newcar",2171,"DM0-100","1-7years",4,"male",4,38,"own",2,1,"no","german"
"894",0,"DM0-200",36,"terrible","usedcar",5800,"DM0-100","1-7years",3,"male",4,34,"own",2,1,"yes","foreign"
"895",0,"NoAccount",18,"terrible","goods/repair",1169,"DM0-100","1-7years",4,"male",3,29,"own",2,1,"yes","foreign"
"896",0,"NoAccount",36,"poor","usedcar",8947,"DM0-100","1-7years",3,"male",2,31,"own",1,2,"yes","foreign"
"897",0,"<DM0",21,"poor","goods/repair",2606,"DM0-100","0-1year",4,"female",4,28,"rent",1,1,"yes","foreign"
"898",0,"NoAccount",12,"terrible","goods/repair",1592,"DM1000+","1-7years",3,"female",2,35,"own",1,1,"no","german"
"899",0,"NoAccount",15,"poor","goods/repair",2186,"DM0-100","1-7years",1,"female",4,33,"rent",1,1,"no","foreign"
"900",1,"<DM0",18,"poor","goods/repair",4153,"DM0-100","1-7years",2,"male",3,42,"own",1,1,"no","foreign"
"901",1,"<DM0",16,"terrible","newcar",2625,"DM0-100","7+years",2,"male",4,43,"rent",1,1,"yes","foreign"
"902",0,"NoAccount",20,"terrible","newcar",3485,"DM0-100","0-1year",2,"male",4,44,"own",2,1,"yes","foreign"
"903",0,"NoAccount",36,"terrible","usedcar",10477,"DM0-100","7+years",2,"male",4,42,"forfree",2,1,"no","foreign"
"904",0,"NoAccount",15,"poor","goods/repair",1386,"DM0-100","1-7years",4,"male",2,40,"rent",1,1,"yes","foreign"
"905",0,"NoAccount",24,"poor","goods/repair",1278,"DM0-100","7+years",4,"male",1,36,"own",1,1,"yes","foreign"
"906",0,"<DM0",12,"poor","goods/repair",1107,"DM0-100","1-7years",2,"male",2,20,"rent",1,2,"yes","foreign"
"907",0,"<DM0",21,"poor","newcar",3763,"DM0-100","1-7years",2,"male",2,24,"own",1,1,"no","german"
"908",0,"DM0-200",36,"poor","edu",3711,"DM0-100","1-7years",2,"male",2,27,"own",1,1,"no","foreign"
"909",0,"NoAccount",15,"poor","usedcar",3594,"DM0-100","0-1year",1,"female",2,46,"own",2,1,"no","foreign"
"910",0,"DM0-200",9,"poor","newcar",3195,"DM0-100","1-7years",1,"female",2,33,"own",1,1,"no","foreign"
"911",0,"NoAccount",36,"poor","goods/repair",4454,"DM0-100","1-7years",4,"female",4,34,"own",2,1,"no","foreign"
"912",1,"DM0-200",24,"terrible","goods/repair",4736,"DM0-100","0-1year",2,"female",4,25,"own",1,1,"no","foreign"
"913",0,"DM0-200",30,"poor","goods/repair",2991,"DM0-100","7+years",2,"female",4,25,"own",1,1,"no","foreign"
"914",0,"NoAccount",11,"poor","biz",2142,"DM1000+","7+years",1,"male",2,28,"own",1,1,"yes","foreign"
"915",1,"<DM0",24,"good","biz",3161,"DM0-100","1-7years",4,"male",2,31,"rent",1,1,"yes","foreign"
"916",1,"DM0-200",48,"good","biz",18424,"DM0-100","1-7years",1,"female",2,32,"own",1,1,"yes","german"
"917",0,"NoAccount",10,"poor","usedcar",2848,"DM100-1000","1-7years",1,"male",2,32,"own",1,2,"no","foreign"
"918",1,"<DM0",6,"poor","newcar",14896,"DM0-100","7+years",1,"male",4,68,"own",1,1,"yes","foreign"
"919",1,"<DM0",24,"poor","goods/repair",2359,"DM100-1000","unemployed",1,"male",1,33,"own",1,1,"no","foreign"
"920",1,"<DM0",24,"poor","goods/repair",3345,"DM0-100","7+years",4,"male",2,39,"rent",1,1,"yes","foreign"
"921",0,"NoAccount",18,"terrible","goods/repair",1817,"DM0-100","1-7years",4,"female",2,28,"own",2,1,"no","foreign"
"922",0,"NoAccount",48,"poor","goods/repair",12749,"DM100-1000","1-7years",4,"male",1,37,"own",1,1,"yes","foreign"
"923",1,"<DM0",9,"poor","goods/repair",1366,"DM0-100","0-1year",3,"female",4,22,"rent",1,1,"no","foreign"
"924",0,"DM0-200",12,"poor","newcar",2002,"DM0-100","1-7years",3,"male",4,30,"rent",1,2,"yes","foreign"
"925",1,"<DM0",24,"good","goods/repair",6872,"DM0-100","0-1year",2,"male",1,55,"own",1,1,"yes","foreign"
"926",1,"<DM0",12,"good","newcar",697,"DM0-100","0-1year",4,"male",2,46,"own",2,1,"yes","foreign"
"927",0,"<DM0",18,"terrible","goods/repair",1049,"DM0-100","0-1year",4,"female",4,21,"rent",1,1,"no","foreign"
"928",1,"<DM0",48,"poor","usedcar",10297,"DM0-100","1-7years",4,"male",4,39,"forfree",3,2,"yes","foreign"
"929",0,"NoAccount",30,"poor","goods/repair",1867,"DM0-100","7+years",4,"male",4,58,"own",1,1,"yes","foreign"
"930",0,"<DM0",12,"poor","newcar",1344,"DM0-100","1-7years",4,"male",2,43,"own",2,2,"no","foreign"
"931",0,"<DM0",24,"poor","goods/repair",1747,"DM0-100","0-1year",4,"male",1,24,"own",1,1,"no","german"
"932",1,"DM0-200",9,"poor","goods/repair",1670,"DM0-100","0-1year",4,"female",2,22,"own",1,1,"yes","foreign"
"933",0,"NoAccount",9,"terrible","newcar",1224,"DM0-100","1-7years",3,"male",1,30,"own",2,1,"no","foreign"
"934",0,"NoAccount",12,"terrible","goods/repair",522,"DM100-1000","7+years",4,"male",4,42,"own",2,2,"yes","foreign"
"935",0,"<DM0",12,"poor","goods/repair",1498,"DM0-100","1-7years",4,"female",1,23,"own",1,1,"no","foreign"
"936",1,"DM0-200",30,"poor","goods/repair",1919,"DM100-1000","0-1year",4,"male",3,30,"own",2,1,"no","foreign"
"937",1,"DM200+",9,"poor","goods/repair",745,"DM0-100","1-7years",3,"female",2,28,"own",1,1,"no","foreign"
"938",0,"DM0-200",6,"poor","goods/repair",2063,"DM0-100","0-1year",4,"male",3,30,"rent",1,1,"yes","foreign"
"939",1,"DM0-200",60,"poor","edu",6288,"DM0-100","1-7years",4,"male",4,42,"forfree",1,1,"no","foreign"
"940",0,"NoAccount",24,"terrible","usedcar",6842,"DM0-100","1-7years",2,"male",4,46,"own",2,2,"yes","foreign"
"941",0,"NoAccount",12,"poor","newcar",3527,"DM0-100","0-1year",2,"male",3,45,"own",1,2,"yes","foreign"
"942",0,"NoAccount",10,"poor","newcar",1546,"DM0-100","1-7years",3,"male",2,31,"own",1,2,"no","german"
"943",0,"NoAccount",24,"poor","goods/repair",929,"DM0-100","1-7years",4,"male",2,31,"own",1,1,"yes","foreign"
"944",0,"NoAccount",4,"terrible","newcar",1455,"DM0-100","1-7years",2,"male",1,42,"own",3,2,"no","foreign"
"945",0,"<DM0",15,"poor","goods/repair",1845,"DM0-100","0-1year",4,"female",1,46,"rent",1,1,"no","foreign"
"946",0,"DM0-200",48,"good","newcar",8358,"DM100-1000","0-1year",1,"female",1,30,"own",2,1,"no","foreign"
"947",1,"<DM0",24,"good","goods/repair",3349,"DM100-1000","0-1year",4,"male",4,30,"forfree",1,2,"yes","foreign"
"948",0,"NoAccount",12,"poor","newcar",2859,"DM0-100","unemployed",4,"male",4,38,"own",1,1,"yes","foreign"
"949",1,"NoAccount",18,"poor","goods/repair",1533,"DM0-100","0-1year",4,"male",1,43,"own",1,2,"no","foreign"
"950",1,"NoAccount",24,"poor","goods/repair",3621,"DM100-1000","7+years",2,"male",4,31,"own",2,1,"no","foreign"
"951",0,"DM0-200",18,"terrible","biz",3590,"DM0-100","unemployed",3,"male",3,40,"own",3,2,"yes","foreign"
"952",1,"<DM0",36,"poor","biz",2145,"DM0-100","1-7years",2,"male",1,24,"own",2,1,"yes","foreign"
"953",1,"DM0-200",24,"poor","usedcar",4113,"DM100-1000","0-1year",3,"female",4,28,"rent",1,1,"no","foreign"
"954",1,"NoAccount",36,"poor","goods/repair",10974,"DM0-100","unemployed",4,"female",2,26,"own",2,1,"yes","foreign"
"955",0,"<DM0",12,"poor","newcar",1893,"DM0-100","1-7years",4,"female",4,29,"own",1,1,"yes","foreign"
"956",0,"<DM0",24,"terrible","goods/repair",1231,"DM1000+","7+years",4,"female",4,57,"rent",2,1,"yes","foreign"
"957",0,"DM200+",30,"terrible","goods/repair",3656,"DM0-100","7+years",4,"male",4,49,"own",2,1,"no","foreign"
"958",0,"DM0-200",9,"terrible","goods/repair",1154,"DM0-100","7+years",2,"male",4,37,"own",3,1,"no","foreign"
"959",1,"<DM0",28,"poor","newcar",4006,"DM0-100","1-7years",3,"male",2,45,"own",1,1,"no","foreign"
"960",0,"DM0-200",24,"poor","goods/repair",3069,"DM100-1000","7+years",4,"male",4,30,"forfree",1,1,"no","foreign"
"961",0,"NoAccount",6,"terrible","goods/repair",1740,"DM0-100","7+years",2,"male",2,30,"rent",2,1,"no","foreign"
"962",0,"DM0-200",21,"poor","newcar",2353,"DM0-100","1-7years",1,"male",4,47,"own",2,1,"no","foreign"
"963",0,"NoAccount",15,"poor","newcar",3556,"DM0-100","1-7years",3,"male",2,29,"own",1,1,"no","foreign"
"964",1,"NoAccount",24,"poor","goods/repair",2397,"DM100-1000","7+years",3,"male",2,35,"own",2,1,"yes","foreign"
"965",0,"DM0-200",6,"poor","goods/repair",454,"DM0-100","0-1year",3,"male",1,22,"own",1,1,"no","foreign"
"966",0,"DM0-200",30,"poor","goods/repair",1715,"DM0-100","1-7years",4,"female",1,26,"own",1,1,"no","foreign"
"967",1,"DM0-200",27,"terrible","goods/repair",2520,"DM100-1000","1-7years",4,"male",2,23,"own",2,1,"no","foreign"
"968",0,"NoAccount",15,"poor","goods/repair",3568,"DM0-100","7+years",4,"female",2,54,"rent",1,1,"yes","foreign"
"969",0,"NoAccount",42,"poor","goods/repair",7166,"DM0-100","1-7years",2,"male",4,29,"rent",1,1,"yes","foreign"
"970",0,"<DM0",11,"terrible","newcar",3939,"DM0-100","1-7years",1,"male",2,40,"own",2,2,"no","foreign"
"971",0,"DM0-200",15,"poor","goods/repair",1514,"DM100-1000","1-7years",4,"male",2,22,"own",1,1,"no","foreign"
"972",0,"NoAccount",24,"poor","newcar",7393,"DM0-100","1-7years",1,"male",4,43,"own",1,2,"no","foreign"
"973",1,"<DM0",24,"good","newcar",1193,"DM0-100","unemployed",1,"female",4,29,"rent",2,1,"no","foreign"
"974",1,"<DM0",60,"poor","biz",7297,"DM0-100","7+years",4,"male",4,36,"rent",1,1,"no","foreign"
"975",0,"NoAccount",30,"terrible","goods/repair",2831,"DM0-100","1-7years",4,"female",2,33,"own",1,1,"yes","foreign"
"976",0,"DM200+",24,"poor","goods/repair",1258,"DM100-1000","1-7years",3,"female",3,57,"own",1,1,"no","foreign"
"977",0,"DM0-200",6,"poor","goods/repair",753,"DM0-100","1-7years",2,"female",3,64,"own",1,1,"no","foreign"
"978",0,"DM0-200",18,"poor","biz",2427,"DM0-100","7+years",4,"male",2,42,"own",2,1,"no","foreign"
"979",1,"NoAccount",24,"poor","newcar",2538,"DM0-100","7+years",4,"male",4,47,"own",2,2,"no","foreign"
"980",1,"DM0-200",15,"good","newcar",1264,"DM100-1000","1-7years",2,"male",2,25,"rent",1,1,"no","foreign"
"981",1,"DM0-200",30,"terrible","goods/repair",8386,"DM0-100","1-7years",2,"male",2,49,"own",1,1,"no","foreign"
"982",1,"NoAccount",48,"poor","biz",4844,"DM0-100","unemployed",3,"male",2,33,"rent",1,1,"yes","foreign"
"983",0,"DM200+",21,"poor","newcar",2923,"DM100-1000","1-7years",1,"female",1,28,"own",1,1,"yes","foreign"
"984",1,"<DM0",36,"poor","usedcar",8229,"DM0-100","1-7years",2,"male",2,26,"own",1,2,"no","foreign"
"985",0,"NoAccount",24,"terrible","goods/repair",2028,"DM0-100","1-7years",2,"male",2,30,"own",2,1,"no","foreign"
"986",0,"<DM0",15,"terrible","goods/repair",1433,"DM0-100","1-7years",4,"female",3,25,"rent",2,1,"no","foreign"
"987",0,"DM200+",42,"good","biz",6289,"DM0-100","0-1year",2,"male",1,33,"own",2,1,"no","foreign"
"988",0,"NoAccount",13,"poor","goods/repair",1409,"DM100-1000","unemployed",2,"female",4,64,"own",1,1,"no","foreign"
"989",0,"<DM0",24,"poor","usedcar",6579,"DM0-100","unemployed",4,"male",2,29,"forfree",1,1,"yes","foreign"
"990",0,"DM0-200",24,"terrible","goods/repair",1743,"DM0-100","7+years",4,"male",2,48,"own",2,1,"no","foreign"
"991",0,"NoAccount",12,"terrible","edu",3565,"DM0-100","0-1year",2,"male",1,37,"own",2,2,"no","foreign"
"992",0,"NoAccount",15,"good","goods/repair",1569,"DM100-1000","7+years",4,"male",4,34,"own",1,2,"no","foreign"
"993",0,"<DM0",18,"poor","goods/repair",1936,"DM0-100","1-7years",2,"male",4,23,"rent",2,1,"no","foreign"
"994",0,"<DM0",36,"poor","goods/repair",3959,"DM0-100","unemployed",4,"male",3,30,"own",1,1,"yes","foreign"
"995",0,"NoAccount",12,"poor","newcar",2390,"DM0-100","7+years",4,"male",3,50,"own",1,1,"yes","foreign"
"996",0,"NoAccount",12,"poor","goods/repair",1736,"DM0-100","1-7years",3,"female",4,31,"own",1,1,"no","foreign"
"997",0,"<DM0",30,"poor","usedcar",3857,"DM0-100","1-7years",4,"male",4,40,"own",1,1,"yes","foreign"
"998",0,"NoAccount",12,"poor","goods/repair",804,"DM0-100","7+years",4,"male",4,38,"own",1,1,"no","foreign"
"999",1,"<DM0",45,"poor","goods/repair",1845,"DM0-100","1-7years",4,"male",4,23,"forfree",1,1,"yes","foreign"
"1000",0,"DM0-200",45,"terrible","usedcar",4576,"DM100-1000","unemployed",3,"male",4,27,"own",1,1,"no","foreign"
